mode,confidence,max_det,score,map50,fp_score,precision,recall,tp,fp,fn,predictions,gt,per_class_confidence
global,0.05,20,0.22462201228183507,0.3743700204697251,0.0,0.4142857142857143,0.5043478260869565,58,82,57,140,115,
global,0.05,50,0.27909752520324926,0.46516254200541546,0.0,0.27526132404181186,0.6869565217391305,79,208,36,287,115,
global,0.05,100,0.2813774090620805,0.46896234843680085,0.0,0.24397590361445784,0.7043478260869566,81,251,34,332,115,
global,0.05,300,0.2813774090620805,0.46896234843680085,0.0,0.24397590361445784,0.7043478260869566,81,251,34,332,115,
global,0.1,20,0.21861405177687254,0.36435675296145426,0.0,0.417910447761194,0.48695652173913045,56,78,59,134,115,
global,0.1,50,0.2637906003859205,0.4396510006432009,0.0,0.3380281690140845,0.6260869565217392,72,141,43,213,115,
global,0.1,100,0.2637906003859205,0.4396510006432009,0.0,0.3380281690140845,0.6260869565217392,72,141,43,213,115,
global,0.1,300,0.2637906003859205,0.4396510006432009,0.0,0.3380281690140845,0.6260869565217392,72,141,43,213,115,
global,0.15,20,0.22432833749115824,0.36435675296145426,0.014285714285714235,0.448,0.48695652173913045,56,69,59,125,115,
global,0.15,50,0.25036012722410483,0.41726687870684137,0.0,0.40606060606060607,0.5826086956521739,67,98,48,165,115,
global,0.15,100,0.25036012722410483,0.41726687870684137,0.0,0.40606060606060607,0.5826086956521739,67,98,48,165,115,
global,0.15,300,0.25036012722410483,0.41726687870684137,0.0,0.40606060606060607,0.5826086956521739,67,98,48,165,115,
global,0.2,20,0.25695713169889983,0.3615952194981664,0.09999999999999998,0.4661016949152542,0.4782608695652174,55,63,60,118,115,
global,0.2,50,0.23387933502549857,0.3897988917091643,0.0,0.4580152671755725,0.5217391304347826,60,71,55,131,115,
global,0.2,100,0.23387933502549857,0.3897988917091643,0.0,0.4580152671755725,0.5217391304347826,60,71,55,131,115,
global,0.2,300,0.23387933502549857,0.3897988917091643,0.0,0.4580152671755725,0.5217391304347826,60,71,55,131,115,
global,0.25,20,0.28382577389261937,0.35875724220198474,0.17142857142857137,0.48214285714285715,0.46956521739130436,54,58,61,112,115,
global,0.25,50,0.2697305357973814,0.36383660728134987,0.12857142857142867,0.47413793103448276,0.4782608695652174,55,61,60,116,115,
global,0.25,100,0.2697305357973814,0.36383660728134987,0.12857142857142867,0.47413793103448276,0.4782608695652174,55,61,60,116,115,
global,0.25,300,0.2697305357973814,0.36383660728134987,0.12857142857142867,0.47413793103448276,0.4782608695652174,55,61,60,116,115,
global,0.3,20,0.336397202464048,0.3416143850591276,0.3285714285714285,0.5204081632653061,0.4434782608695652,51,47,64,98,115,
global,0.3,50,0.336397202464048,0.3416143850591276,0.3285714285714285,0.5204081632653061,0.4434782608695652,51,47,64,98,115,
global,0.3,100,0.336397202464048,0.3416143850591276,0.3285714285714285,0.5204081632653061,0.4434782608695652,51,47,64,98,115,
global,0.3,300,0.336397202464048,0.3416143850591276,0.3285714285714285,0.5204081632653061,0.4434782608695652,51,47,64,98,115,
global,0.35,20,0.4000413095419501,0.3238783730461073,0.5142857142857143,0.5853658536585366,0.41739130434782606,48,34,67,82,115,
global,0.35,50,0.4000413095419501,0.3238783730461073,0.5142857142857143,0.5853658536585366,0.41739130434782606,48,34,67,82,115,
global,0.35,100,0.4000413095419501,0.3238783730461073,0.5142857142857143,0.5853658536585366,0.41739130434782606,48,34,67,82,115,
global,0.35,300,0.4000413095419501,0.3238783730461073,0.5142857142857143,0.5853658536585366,0.41739130434782606,48,34,67,82,115,
global,0.4,20,0.41372552006826585,0.29906634297091933,0.5857142857142856,0.6081081081081081,0.391304347826087,45,29,70,74,115,
global,0.4,50,0.41372552006826585,0.29906634297091933,0.5857142857142856,0.6081081081081081,0.391304347826087,45,29,70,74,115,
global,0.4,100,0.41372552006826585,0.29906634297091933,0.5857142857142856,0.6081081081081081,0.391304347826087,45,29,70,74,115,
global,0.4,300,0.41372552006826585,0.29906634297091933,0.5857142857142856,0.6081081081081081,0.391304347826087,45,29,70,74,115,
global,0.45,20,0.4651102318477145,0.2799456245080956,0.7428571428571429,0.7,0.3652173913043478,42,18,73,60,115,
global,0.45,50,0.4651102318477145,0.2799456245080956,0.7428571428571429,0.7,0.3652173913043478,42,18,73,60,115,
global,0.45,100,0.4651102318477145,0.2799456245080956,0.7428571428571429,0.7,0.3652173913043478,42,18,73,60,115,
global,0.45,300,0.4651102318477145,0.2799456245080956,0.7428571428571429,0.7,0.3652173913043478,42,18,73,60,115,
global,0.5,20,0.46606828938471945,0.24344714897453237,0.8,0.72,0.3130434782608696,36,14,79,50,115,
global,0.5,50,0.46606828938471945,0.24344714897453237,0.8,0.72,0.3130434782608696,36,14,79,50,115,
global,0.5,100,0.46606828938471945,0.24344714897453237,0.8,0.72,0.3130434782608696,36,14,79,50,115,
global,0.5,300,0.46606828938471945,0.24344714897453237,0.8,0.72,0.3130434782608696,36,14,79,50,115,
global,0.6,20,0.45694235588972437,0.19014202172096908,0.8571428571428572,0.7368421052631579,0.24347826086956523,28,10,87,38,115,
global,0.6,50,0.45694235588972437,0.19014202172096908,0.8571428571428572,0.7368421052631579,0.24347826086956523,28,10,87,38,115,
global,0.6,100,0.45694235588972437,0.19014202172096908,0.8571428571428572,0.7368421052631579,0.24347826086956523,28,10,87,38,115,
global,0.6,300,0.45694235588972437,0.19014202172096908,0.8571428571428572,0.7368421052631579,0.24347826086956523,28,10,87,38,115,
global,0.7,20,0.47471177944862153,0.14356725146198832,0.9714285714285714,0.9090909090909091,0.17391304347826086,20,2,95,22,115,
global,0.7,50,0.47471177944862153,0.14356725146198832,0.9714285714285714,0.9090909090909091,0.17391304347826086,20,2,95,22,115,
global,0.7,100,0.47471177944862153,0.14356725146198832,0.9714285714285714,0.9090909090909091,0.17391304347826086,20,2,95,22,115,
global,0.7,300,0.47471177944862153,0.14356725146198832,0.9714285714285714,0.9090909090909091,0.17391304347826086,20,2,95,22,115,
per_class,0.7,20,0.21861405177687254,0.36435675296145426,0.0,0.417910447761194,0.48695652173913045,56,78,59,134,115,"{""bottle"": 0.1, ""can"": 0.1, ""cup"": 0.1}"
per_class,0.7,20,0.21861405177687254,0.36435675296145426,0.0,0.417910447761194,0.48695652173913045,56,78,59,134,115,"{""bottle"": 0.1, ""can"": 0.2, ""cup"": 0.1}"
per_class,0.7,20,0.21861405177687254,0.36435675296145426,0.0,0.417910447761194,0.48695652173913045,56,78,59,134,115,"{""bottle"": 0.1, ""can"": 0.3, ""cup"": 0.1}"
per_class,0.7,20,0.19854013555434952,0.3309002259239159,0.0,0.3880597014925373,0.45217391304347826,52,82,63,134,115,"{""bottle"": 0.1, ""can"": 0.4, ""cup"": 0.1}"
per_class,0.7,20,0.18469965716539466,0.30783276194232445,0.0,0.3684210526315789,0.4260869565217391,49,84,66,133,115,"{""bottle"": 0.1, ""can"": 0.5, ""cup"": 0.1}"
per_class,0.7,20,0.21861405177687254,0.36435675296145426,0.0,0.4409448818897638,0.48695652173913045,56,71,59,127,115,"{""bottle"": 0.2, ""can"": 0.1, ""cup"": 0.1}"
per_class,0.7,20,0.21861405177687254,0.36435675296145426,0.0,0.4409448818897638,0.48695652173913045,56,71,59,127,115,"{""bottle"": 0.2, ""can"": 0.2, ""cup"": 0.1}"
per_class,0.7,20,0.21861405177687254,0.36435675296145426,0.0,0.4444444444444444,0.48695652173913045,56,70,59,126,115,"{""bottle"": 0.2, ""can"": 0.3, ""cup"": 0.1}"
per_class,0.7,20,0.19854013555434952,0.3309002259239159,0.0,0.4126984126984127,0.45217391304347826,52,74,63,126,115,"{""bottle"": 0.2, ""can"": 0.4, ""cup"": 0.1}"
per_class,0.7,20,0.18469965716539466,0.30783276194232445,0.0,0.392,0.4260869565217391,49,76,66,125,115,"{""bottle"": 0.2, ""can"": 0.5, ""cup"": 0.1}"
per_class,0.7,20,0.2184297876978716,0.35452583663930987,0.014285714285714235,0.43902439024390244,0.46956521739130436,54,69,61,123,115,"{""bottle"": 0.3, ""can"": 0.1, ""cup"": 0.1}"
per_class,0.7,20,0.20826206068803935,0.3471034344800656,0.0,0.43089430894308944,0.4608695652173913,53,70,62,123,115,"{""bottle"": 0.3, ""can"": 0.2, ""cup"": 0.1}"
per_class,0.7,20,0.21397634640232505,0.3471034344800656,0.014285714285714235,0.4344262295081967,0.4608695652173913,53,69,62,122,115,"{""bottle"": 0.3, ""can"": 0.3, ""cup"": 0.1}"
per_class,0.7,20,0.18819324268114085,0.3136554044685681,0.0,0.4016393442622951,0.4260869565217391,49,73,66,122,115,"{""bottle"": 0.3, ""can"": 0.4, ""cup"": 0.1}"
per_class,0.7,20,0.17461675010135472,0.2910279168355912,0.0,0.38016528925619836,0.4,46,75,69,121,115,"{""bottle"": 0.3, ""can"": 0.5, ""cup"": 0.1}"
per_class,0.7,20,0.24907488158420305,0.35798194549748125,0.08571428571428574,0.46218487394957986,0.4782608695652174,55,64,60,119,115,"{""bottle"": 0.4, ""can"": 0.1, ""cup"": 0.1}"
per_class,0.7,20,0.23913111785388955,0.3509328154707683,0.0714285714285714,0.453781512605042,0.46956521739130436,54,65,61,119,115,"{""bottle"": 0.4, ""can"": 0.2, ""cup"": 0.1}"
per_class,0.7,20,0.24199071165343491,0.3461749956128677,0.08571428571428574,0.4576271186440678,0.46956521739130436,54,64,61,118,115,"{""bottle"": 0.4, ""can"": 0.3, ""cup"": 0.1}"
per_class,0.7,20,0.2137627762488779,0.3181760556528917,0.05714285714285716,0.4406779661016949,0.45217391304347826,52,66,63,118,115,"{""bottle"": 0.4, ""can"": 0.4, ""cup"": 0.1}"
per_class,0.7,20,0.19619662649236172,0.2984229489158409,0.04285714285714293,0.42735042735042733,0.43478260869565216,50,67,65,117,115,"{""bottle"": 0.4, ""can"": 0.5, ""cup"": 0.1}"
per_class,0.7,20,0.24424639000863543,0.3499344595382019,0.08571428571428574,0.4576271186440678,0.46956521739130436,54,64,61,118,115,"{""bottle"": 0.5, ""can"": 0.1, ""cup"": 0.1}"
per_class,0.7,20,0.24153481111409406,0.34541516138063294,0.08571428571428574,0.4576271186440678,0.46956521739130436,54,64,61,118,115,"{""bottle"": 0.5, ""can"": 0.2, ""cup"": 0.1}"
per_class,0.7,20,0.2414948738726163,0.33582478978769387,0.09999999999999998,0.46153846153846156,0.46956521739130436,54,63,61,117,115,"{""bottle"": 0.5, ""can"": 0.3, ""cup"": 0.1}"
per_class,0.7,20,0.21895442679020777,0.3077811875074891,0.08571428571428574,0.4482758620689655,0.45217391304347826,52,64,63,116,115,"{""bottle"": 0.5, ""can"": 0.4, ""cup"": 0.1}"
per_class,0.7,20,0.20701889328656722,0.2878886316680882,0.08571428571428574,0.43859649122807015,0.43478260869565216,50,64,65,114,115,"{""bottle"": 0.5, ""can"": 0.5, ""cup"": 0.1}"
per_class,0.7,20,0.21695713169889985,0.3615952194981664,0.0,0.4365079365079365,0.4782608695652174,55,71,60,126,115,"{""bottle"": 0.1, ""can"": 0.1, ""cup"": 0.2}"
per_class,0.7,20,0.21695713169889985,0.3615952194981664,0.0,0.4365079365079365,0.4782608695652174,55,71,60,126,115,"{""bottle"": 0.1, ""can"": 0.2, ""cup"": 0.2}"
per_class,0.7,20,0.21695713169889985,0.3615952194981664,0.0,0.4365079365079365,0.4782608695652174,55,71,60,126,115,"{""bottle"": 0.1, ""can"": 0.3, ""cup"": 0.2}"
per_class,0.7,20,0.19694949227949574,0.3282491537991596,0.0,0.40476190476190477,0.4434782608695652,51,75,64,126,115,"{""bottle"": 0.1, ""can"": 0.4, ""cup"": 0.2}"
per_class,0.7,20,0.18312994340731528,0.30521657234552546,0.0,0.384,0.41739130434782606,48,77,67,125,115,"{""bottle"": 0.1, ""can"": 0.5, ""cup"": 0.2}"
per_class,0.7,20,0.25695713169889983,0.3615952194981664,0.09999999999999998,0.4661016949152542,0.4782608695652174,55,63,60,118,115,"{""bottle"": 0.2, ""can"": 0.1, ""cup"": 0.2}"
per_class,0.7,20,0.25695713169889983,0.3615952194981664,0.09999999999999998,0.4661016949152542,0.4782608695652174,55,63,60,118,115,"{""bottle"": 0.2, ""can"": 0.2, ""cup"": 0.2}"
per_class,0.7,20,0.26267141741318556,0.3615952194981664,0.11428571428571421,0.4700854700854701,0.4782608695652174,55,62,60,117,115,"{""bottle"": 0.2, ""can"": 0.3, ""cup"": 0.2}"
per_class,0.7,20,0.21980663513663862,0.3282491537991596,0.05714285714285716,0.4358974358974359,0.4434782608695652,51,66,64,117,115,"{""bottle"": 0.2, ""can"": 0.4, ""cup"": 0.2}"
per_class,0.7,20,0.19455851483588676,0.30521657234552546,0.028571428571428692,0.41379310344827586,0.41739130434782606,48,68,67,116,115,"{""bottle"": 0.2, ""can"": 0.5, ""cup"": 0.2}"
per_class,0.7,20,0.27855111666130583,0.35948995634027164,0.15714285714285714,0.4778761061946903,0.46956521739130436,54,59,61,113,115,"{""bottle"": 0.3, ""can"": 0.1, ""cup"": 0.2}"
per_class,0.7,20,0.26952856027032845,0.3444523623553093,0.15714285714285714,0.46846846846846846,0.45217391304347826,52,59,63,111,115,"{""bottle"": 0.3, ""can"": 0.2, ""cup"": 0.2}"
per_class,0.7,20,0.2752428459846141,0.3444523623553093,0.17142857142857137,0.4727272727272727,0.45217391304347826,52,58,63,110,115,"{""bottle"": 0.3, ""can"": 0.3, ""cup"": 0.2}"
per_class,0.7,20,0.2380923494223529,0.3111062966563024,0.12857142857142867,0.44036697247706424,0.41739130434782606,48,61,67,109,115,"{""bottle"": 0.3, ""can"": 0.4, ""cup"": 0.2}"
per_class,0.7,20,0.21882093144077921,0.28851107621082256,0.11428571428571421,0.4205607476635514,0.391304347826087,45,62,70,107,115,"{""bottle"": 0.3, ""can"": 0.5, ""cup"": 0.2}"
per_class,0.7,20,0.3090247562709198,0.36266030807058064,0.22857142857142854,0.5045871559633027,0.4782608695652174,55,54,60,109,115,"{""bottle"": 0.4, ""can"": 0.1, ""cup"": 0.2}"
per_class,0.7,20,0.30618641040625816,0.34840592210566834,0.24285714285714288,0.5,0.4608695652173913,53,53,62,106,115,"{""bottle"": 0.4, ""can"": 0.2, ""cup"": 0.2}"
per_class,0.7,20,0.3074472548249973,0.3409835199464241,0.2571428571428571,0.5,0.45217391304347826,52,52,63,104,115,"{""bottle"": 0.4, ""can"": 0.3, ""cup"": 0.2}"
per_class,0.7,20,0.28748826644495634,0.30771853931302245,0.2571428571428571,0.48,0.41739130434782606,48,52,67,100,115,"{""bottle"": 0.4, ""can"": 0.4, ""cup"": 0.2}"
per_class,0.7,20,0.27395443185849017,0.28516214833557885,0.2571428571428571,0.4639175257731959,0.391304347826087,45,52,70,97,115,"{""bottle"": 0.4, ""can"": 0.5, ""cup"": 0.2}"
per_class,0.7,20,0.33161183293694385,0.36221019775204927,0.2857142857142857,0.5238095238095238,0.4782608695652174,55,50,60,105,115,"{""bottle"": 0.5, ""can"": 0.1, ""cup"": 0.2}"
per_class,0.7,20,0.3241682239143875,0.3402803731906458,0.30000000000000004,0.5148514851485149,0.45217391304347826,52,49,63,101,115,"{""bottle"": 0.5, ""can"": 0.2, ""cup"": 0.2}"
